Date Range,Device Name,Group,IMEI Number,Serial Number,Total Duration(Minutes),Device Active Duration(Minutes),Device Idle Duration(Minutes),Average Active Duration(Minutes),Average Idle Duration(Minutes),Device usage as JSON
2024-05-02 00:00:00 UTC - 2024-05-03 23:59:59 UTC,QS_kiosk-03,yacine,"",unknown,1381 Minutes,331 Minutes,1050 Minutes,165 Minutes,525 Minutes,"{""total_duration"":""1381 Minutes"",""avg_active_duration"":""165 Minutes"",""avg_idle_duration"":""525 Minutes"",""active_duration"":""331 Minutes"",""idle_duration"":""1050 Minutes"",""hourly_usages"":{""09:00 - 12:00"":{""active_duration"":""163 Minutes"",""idle_duration"":""16 Minutes""},""12:00 - 15:00"":{""active_duration"":""104 Minutes"",""idle_duration"":""156 Minutes""},""15:00 - 18:00"":{""active_duration"":""47 Minutes"",""idle_duration"":""150 Minutes""},""18:00 - 21:00"":{""active_duration"":""1 Minutes"",""idle_duration"":""178 Minutes""},""21:00 - 00:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""119 Minutes""},""00:00 - 03:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""127 Minutes""},""03:00 - 06:00"":{""active_duration"":""0 Minutes"",""idle_duration"":""179 Minutes""},""06:00 - 09:00"":{""active_duration"":""14 Minutes"",""idle_duration"":""121 Minutes""}}}"
